ID,會期,法案,提案時間,結果時間,法案結果,三讀,三讀＋二讀＋委員會審竣,三讀＋二讀＋委員會審查,黨團提案,提案人1,提案人2,提案人3,提案人4,提案人5,提案人6,提案人7,提案人8,提案人9,提案人10,提案人11,提案人12,提案人13,提案人14,提案人15,提案人16,提案人17,提案人18,提案人19,提案人20,提案人21,提案人22,提案人23,提案人24,提案人25,提案人26,提案人27,提案人28,提案人29,提案人30,提案人31,提案人32,提案人33,連署人1,連署人2,連署人3,連署人4,連署人5,連署人6,連署人7,連署人8,連署人9,連署人10,連署人11,連署人12,連署人13,連署人14,連署人15,連署人16,連署人17,連署人18,連署人19,連署人20,連署人21,連署人22,連署人23,連署人24,連署人25,連署人26,連署人27,連署人28,連署人29,連署人30,連署人31,連署人32,連署人33,連署人34,連署人35,連署人36,連署人37,連署人38,連署人39,連署人40,連署人41,連署人42,連署人43,連署人44,連署人45,連署人46,連署人47,連署人48,連署人49,連署人50,連署人51,連署人52,連署人53,連署人54,連署人55,連署人56,連署人57,連署人58,連署人59,連署人60,連署人61,連署人62,關鍵字,關係文書
1349,4,預算法增訂部分條文草案,2006/12/22,2007/1/18,交付審查,0,0,0,1,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於近數年來,民進黨政府執行政令宣 導或政府宣傳已有因選舉因素而快速變質的情勢,行政院新 聞局更直接運用「置入性行銷」之不當手段,大量動支人民 的納稅金為某特定政黨或其候選人進行幾近「純政治目的之 宣傳」,為有效規範此一不當或不法的行政措施,以維護行 政中立的民主理念;爱提出「預算法」部分條文修正草案, 是否有當?敬請 公決。"
1350,4,醫療傷害處理法草案,2006/12/22,2007/1/15,委員會審查,0,0,1,0,賴清德,侯水盛,沈發惠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,王塗發,許舒博,吳秉叡,林重謨,葉宜津,尤清,黃偉哲,沈智慧,陳秀惠,廖本煙,羅明才,費鴻泰,陳志彬,林文郎,陳憲中,彭紹瑾,張慶惠,蔡家福,吳育昇,李永萍,朱俊曉,曹爾忠,邱創進,郭俊銘,蕭美琴,鄭國忠,田秋堇,林淑芬,林樹山,蔡其昌,盧天麟,李昆澤,洪奇昌,王拓,顏文章,魏明谷,王世勛,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員賴清德、侯水盛、沈發惠等 40人,為提升醫療品質 ,平衡醫病關係,特擬具「醫療傷害處理法草案」,是否有 當,敬請公決。"
1351,4,農業發展條例第三十一條及第三十九條條文修正草案,2006/12/22,2006/12/22,交付審查,0,0,0,0,李俊毅,吳明敏,郭榮宗,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔡其昌,謝欣霓,江昭儀,藍美津,湯火聖,鄭國忠,蔡啟芳,王榮璋,王世堅,王淑慧,陳憲中,曹來旺,林進興,張慶惠,蕭美琴,王塗發,盧天麟,吳富貴,鄭運鵬,林重謨,蔡同榮,賴清德,徐國勇,黃昭輝,陳啟昱,莊碩漢,黃淑英,高建智,洪奇昌,鄭朝明,唐碧娥,林樹山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員李俊毅、吳明敏、郭榮宗、黃偉哲等 36人,針對耕 地管理屬整體國土管理之一環,且土地違規使用於各該土地 管理相關法規均有明文處罰規定,故耕地違規使用之處罰應 與其他用地之處罰同等,同時耕地移轉之登記,應依土地法 及民法之規定據以辦理,以維人民財產權之保障,爱擬具「 農業發展條例第三十一條及第三十九條條文修正草案」案, 是否有當?請公決。"
1352,4,兒童及少年福利法第二十六條及第五十五條條文修正草案,2006/12/22,2007/5/17,委員會審查,0,0,1,0,林鴻池,沈智慧,林正峰,朱俊曉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,李永萍,朱鳳芝,章仁香,陳秀卿,林耘生,陳朝龍,陳志彬,陳銀河,吳明敏,盧秀燕,楊仁福,呂學樟,陳秀惠,郭素春,蔡其昌,廖本煙,曹來旺,黃宗源,徐少萍,謝文政,張麗善,黃昭順,丁守中,費鴻泰,邱鏡淳,趙良燕,洪秀柱,沈發惠,黃志雄,廖婉汝,蘇起,王昱婷,孔文吉,侯彩鳳,楊瓊瓔,王塗發,林建榮,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林鴻池、沈智慧、林正峰、朱俊曉等 42人,鑑於近 年來國內報紙經常大幅刊登血腥暴力或色情之圖片文字,詳 細描述犯罪情節及其他栽害兒童及少年身心發展之內容,《 兒童及少年福利法》雖對於內容含有血腥暴力或色情之出版 品、軟體、錄影帶等訂定規範及罰則,但對於影響最為廣泛 深遠的報紙卻未能有效規範。鑑於本法之不足,爱提出兒童 及少年福利法修正案。是否有當?請公決。"
1353,4,立法院各委員會組織法部分條文修正草案,2006/12/29,2006/12/29,交付審查,0,0,0,1,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於我國立法院的運作一直是以院會為 主,院會與朝野協商往往可以任意推翻委員會的審查意見, 這使得委員會的審查把關功能流於形式。惡性循環的結果, 委員會在整個立法過程僅發揮有限功能,甚至只淪為立法委 員各抒己見的場合。院會由於人數眾多,委員專精領域各有 不同,不可能對於所有法案進行深入與專業的審查;而朝野 協商機制雖然對於解決重大爭議法案有正面意義,但是凡事 都透過朝野協商,也容易形成立法過程始終為少數人把持的 流弊。這與先進民主國家國會強調委員會專業性的趨勢有違 。我國第七次修憲通過之憲法增修條文已於民國九十四年六 月十日公布,其中有關立法委員之席次,由原有之二二五席 降為一一三席。故為因應此立委席次減半之改變,除對委員 會之組成進行調整外,亦一併對委員會之角色進行若干變革 ,期能建立「委員會中心」的國會運作架構;爱提出「立法 院各委員會組織法」部分條文修正草案,是否有當?敬請 公決。"
1354,4,立法院議事規則部分條文修正草案,2006/12/29,2006/12/29,交付審查,0,0,0,1,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於我國第七次修憲通過之憲法增修條 文已於民國九十四年六月十日公布,其中有關立法委員之席。 次減半為一一三席。為因應此一改變,故立法院議事規則中 有關法律提案、臨時提案與一般議案之連署或附議之人數, 均應隨之有所調整。此外,有關人事同意權之議案,為配合 立法院職權行使法之修正草案提案,配套改為記名投票之表 決方式,以符合責任政治之精神;爱提出「立法院議事規則 」部分條文修正草案,是否有當?敬請 公決。"
1355,4,立法院議事規則第二十二條條文修正草案,2006/12/29,2007/6/14,二讀,0,1,1,0,江義雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林正二,賴幸媛,高思博,曾永權,葉宜津,侯彩鳳,伍錦霖,吳敦義,盧天麟,謝欣霓,黃淑英,劉盛良,潘維剛,洪秀柱,王拓,郭素春,郭林勇,曹爾忠,李慶安,王淑慧,林鴻池,盧秀燕,林樹山,林正峰,羅明才,章仁香,徐少萍,呂學樟,王塗發,徐中雄,尤清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員江義雄等 32人,鑑於本院「議事規則」第二十二條 第三項有關國是論壇之登記截止及抽籤時間為上午8時15分 ,不利中南部及東部地區立法委員登記發言,爱擬修正延長 至上午8時40分,以達各委員公平發言權利。是否有當,敬 請公決。"
1356,4,公務人員行政中立法草案,2006/12/29,2007/5/16,委員會審查,0,0,1,1,蔡錦隆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院國民黨黨團,有鑒於民國八十九年政黨輪替執政後,政 府公務人員受到政治影響之壓力大幅增加,嚴重干預公務人 員依法執行職務之公正性,對行政中立及黨政分際之界限日 趨模糊,為因應未來政黨政治之常態發展,彰顯文官中立之 角色,並規範公務人員參與政治之行為分際,以確保其參政 權起見;爱提出「行政中立法」草案,是否有當?敬請公 決。"
1357,4,自由貿易港區設置管理條例部分條文修正草案,2006/12/29,2007/1/18,交付審查,0,0,0,0,羅世雄,紀國棟,雷倩,吳志揚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柯俊雄,孫大千,朱鳳芝,黃志雄,洪秀柱,賴士葆,徐少萍,吳清池,趙良燕,林鴻池,羅明才,蔡家福,李紀珠,劉盛良,帥化民,徐耀昌,吳光訓,葉芳雄,楊仁福,鄭金玲,費鴻泰,馮定國,白添枝,李復興,蔡正元,吳松柏,高思博,吳敦義,潘維剛,柯淑敏,呂學樟,吳育昇,伍錦霖,章仁香,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅世雄、紀國棟、雷倩、吳志揚等 38人,鑑於掌握 全球的產業變化及地方植根的發展特色,活絡兩岸發展經濟 ,具體落實「自由貿易港區」設置精神,避免淪於全球競爭 邊緣化,爱提案修正『自由貿易港區設置管理條例部分條文 修正草案』,是否有當,敬請公決。"
1358,4,鄉鎮市調解條例第三十四條條文修正草案,2006/12/29,2007/1/5,交付審查,0,0,0,0,江義雄,盧秀燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,賴士葆,趙良燕,林正二,賴幸媛,高思博,曾永權,葉宜津,尹伶瑛,謝欣霓,呂學樟,尤清,帥化民,林正峰,伍錦霖,曹爾忠,王昱婷,林樹山,王拓,章仁香,潘維剛,徐少萍,郭林勇,林鴻池,盧天麟,黃志雄,吳敦義,羅明才,劉盛良,侯彩鳳,吳敦義,黃淑英,徐中雄,王塗發,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員江義雄、盧秀燕等 35人,鑑於各縣市政府財源普遍 桔据之窘境,面對日益增加之調解案件實已無力負荷,且調 解業務係為紓解訟源,減輕司法負擔,理應由中央統一編列 預算支應,殊符公平及受益原則,爱擬修正「鄉鎮市調解條 例」第三十四條條文修正案。是否有當,敬請公決。"
1359,4,能源稅條例草案,2006/12/29,2006/12/29,交付審查,0,0,0,0,王塗發,王榮璋,天邱錦,盧天麟,黃淑英,陳明真,陳重信,陳憲中,,,,,,,,,,,,,,,,,,,,,,,,,,李俊毅,葉宜津,謝明源,謝國樑,黃偉哲,吳秉叡,王幸男,李明憲,尹伶瑛,廖本煙,許榮淑,魏明谷,劉寬平,趙永清,杜文卿,郭俊銘,黃昭輝,沈發惠,尤清,唐碧娥,王昱婷,高建智,徐中雄,陳朝龍,吳明敏,曾華德,賴幸媛,江昭儀,蔡同榮,邱鏡淳,王淑慧,薛凌,羅明才,邱創進,陳景峻,林樹山,曹來旺,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員王塗發、王榮璋、田秋董、盧天麟、黃淑英、陳明 真、陳重信、陳憲中等46人,鑑於全球溫室效應,「京都議 定書」已生效之壓力,以及全球化石能源耗竭的危機,預期 未來台灣將遭受國際社會之溫室氣體減量壓力以及能源價格 飆漲的衝擊。為鼓勵節約能源,提高能源使用效率,達成國 家溫室氣體減量之目標,促進產業升級與潔淨能源之開發, 所徵稅額兼顧租稅中立原則,以符雙重紅利之精神,並期營 造永續發展與公平正義之新社會,爱擬具「能源稅條例草案 」,是否有當?敬請公決。"
1360,4,公職人員選舉罷免法第三十五條條文修正草案,2006/12/29,2007/1/12,二讀,0,1,1,1,陳進丁,顏清標,蔡豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,呂學樟,高金素梅,徐國勇,張麗善,劉文雄,黃偉哲,高建智,林德福,劉盛良,魏明谷,鄭朝明,林重謨,林國慶,李紀珠,蔡其昌,盧天麟,李昆澤,鄭金玲,柯淑敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團、委員陳進丁、顏清標、蔡豪等 22人 ,針對民選首長擁有預算決定權,為保障國家權益及人民福 祉,增列選舉罷免法條文。是否有當,敬請公決。"
1361,4,財團法人原住民族文化事業基金會設置條例草案,2006/12/29,2007/12/21,三讀,1,1,1,1,高金素梅,顏清標,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團擬具「財團法人原住民族文化事業基 金會設置條例草案」,請審議案。"
1362,4,總統副總統選舉罷免法第二十七條條文修正草案,2006/12/29,2007/1/12,二讀,0,1,1,1,顏清標,陳進丁,蔡豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,林德福,林國慶,黃偉哲,呂學樟,林重謨,劉盛良,蔡其昌,李紀珠,盧天麟,鄭朝明,張麗善,高建智,徐國勇,魏明谷,劉文雄,鄭金玲,柯淑敏,高金素梅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院無黨團結聯盟黨團、委員陳進丁、顏清標、蔡豪等 21人 ,為保障國家權益及人民福祉,擬具總統副總統選舉罷免法 第二十七條條文修正草案,以限制雙重國籍者參選總統副總 統。是否有當,敬請公決。"
1363,4,都市更新條例第二十五條之一條文修正草案,2006/12/29,2007/3/2,三讀,1,1,1,0,劉文雄,李慶安,薛凌,張慶忠,鄭金玲,蔡豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,林正峰,王昱婷,許榮淑,林滄敏,蔣孝嚴,賴士葆,郭素春,吳育昇,丁守中,林春德,陳銀河,劉盛良,曹爾忠,吳志揚,高建智,陳金德,羅世雄,雷倩,林正二,李慶華,黃健庭,李嘉進,趙永清,陳朝龍,朱鳳芝,黃昭輝,帥化民,林文郎,郭榮宗,李顯榮,張慶惠,林耘生,楊瓊瓔,彭紹瑾,林炳坤,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員劉文雄、李慶安、薛凌、張慶忠、鄭金玲、蔡豪等 42人,就現行都市更新條例第二十五條之一有關以協議合建 方式實施都市更新單元範圍內土地及合法建築物所有權人需 達十分之八之規定,顯然造成極大空間讓十分之二有心人士 刻意操弄不同意人數,在十分之二範圍內,無限上綱惡意增 加人頭空戶,例如一坪土地增加百人共同持分,一戶建築物 增加百人共同持有,讓都市更新只因達不到人數規定門檻而 受制擱淺,喪失政府都市更新之美意,多數人合法權益毫無 保障。爱擬具「都市更新條例」第二十五條之一修正案,是 否有當,敬請公決。"
1364,4,銀行法第十二條之一條文修正草案,2007/1/5,2007/3/2,交付審查,0,0,0,0,賴士葆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蔣孝嚴,林德福,吳育昇,黃偉哲,盧天麟,林惠官,蔡勝佳,黃義交,王昱婷,蔡錦隆,帥化民,楊仁福,侯彩鳳,劉盛良,陳銀河,陳憲中,梅長錡,蔡家福,林炳坤,張慶忠,雷倩,劉文雄,黃志雄,林鴻池,郭林勇,管碧玲,吳明敏,蔡啟芳,李永萍,陳志彬,黃昭順,葉宜津,蘇起,高金素梅,林國慶,曾永權,鄭運鵬,李全教,陳進丁,費鴻泰,高建智,吳松柏,張慶惠,徐少萍,鄭金玲,吳志揚,,,,,,,,,,,,,,,,,,"本院委員賴士葆等 47人,因現行銀行法第十二條之一明定銀 行未來進行求償時,對於向借款人求償不足部分由在法律责 任上屬非直接債務人之連帶保證人概括承受所有償債責任, 此舉不僅賦予借款人得不履行償債義務之空間,亦有過度保 障銀行授信風險與便宜行事之虞,實為不公。有鑑於此,爱 特擬本修正草案,未來銀行求償時,應就借款人進行優先求 償,其求償不足部分得就借款人與連帶保證人以共同分攤之 均等比例計算後之數額,分別求償之,以強化債務人履行償 還債務之義務,以符公平正義。是否有當?敬請公決。"
1365,4,海關進口稅則第八十四章增訂增註十四草案,2007/1/5,2007/1/5,交付審查,0,0,0,0,鄭國忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陳明真,郭榮宗,陳瑩,蔡其昌,顏文章,陳重信,陳憲中,湯火聖,魏明谷,王拓,黃淑英,蕭美琴,王世勛,李昆澤,林樹山,郭俊銘,賴清德,彭紹瑾,洪奇昌,盧天麟,蔡家福,林淑芬,彭添富,黃宗源,陳銀河,潘孟安,盧博基,陳景峻,藍美津,曹來旺,沈發惠,楊仁福,邱創進,陳秀惠,田秋堇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員鄭國忠等 36人,針對我國加入 WTO之後,農業面 臨進出口之嚴重衝擊與限制,政府應積極輔導農業產業之競 爭力;鑑於目前國內農業生產於進行大型化及自動化時,常 需進口國內無產製之生產設備,但許多設備卻未納入海關進 口稅則免稅範圍,無法享有關稅優惠,造成農民投資成本負 擔與農業發展之限制。基於扶助國內農業發展,並減輕農民 投資負擔, 擬具「海關進口稅則第八十四章增註十四」稅 則修正案,是否有當?請公決。"
1366,4,社會救助法第五條條文修正草案,2007/1/5,2007/12/21,交付審查,0,0,0,0,林建榮,葉芳雄,沈智慧,李紀珠,何智輝,劉盛良,,,,,,,,,,,,,,,,,,,,,,,,,,,,李顯榮,吳光訓,陳秀卿,蔡正元,徐少萍,孫大千,黃昭順,侯彩鳳,羅明才,呂學樟,王昱婷,盧秀燕,蔣孝嚴,邱鏡淳,陳志彬,劉銓忠,蔡家福,趙良燕,朱鳳芝,廖國棟,蔡錦隆,洪秀柱,吳松柏,林正峰,蘇起,郭素春,廖婉汝,費鴻泰,林為洲,張麗善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員林建榮、葉芳雄、沈智慧、李紀珠、何智輝、劉盛 良等36人,為「社會救助法」照顧低收入戶人口,然核判申 請人資格時,卻必須併計已婚子女的收入、財產,包括出嫁 在外的女兒,引發民眾強烈反彈;且該法第五條第二項第三 款規定「已結婚之直系血親卑親屬」,即已婚之子女人口, 必須同時符合「無工作收入、未共同生活且無扶養能力」三 種情形,始可排除不予列計,顯不合情理,導致許多貧苦家 庭無法獲得低收入戶救濟,生活困境雪上加霜。茲特擬具「 社會救助法」第五條條文修正草案,比照內政部公布「中低 收入老人生活津貼發給辦法」第七條相關規定,增列第一項 第二款但書,排除出嫁且未共同生活之女兒,並刪除第二項 第三款須「無工作收入」之門檻,是否有當?請公決案!"
1367,4,農會法第十八條條文修正草案,2007/1/5,2007/3/2,交付審查,0,0,0,1,蔡勝佳,鄭金玲,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於農會法第十八條歷時多年未經修正 ,且該法部分條文限制農會會員的遷徙自由,顯然已達背憲 法第十條:「人民有居住及遷徙之自由」,造成全國農保被 保險人的權益受損,為確保全國農民應有的權益及保障,尋 求法律的一致性,爱擬具「農會法第十八條」條文修正案, 刪除第一項第四款及增訂第二項之規定。是否有當?敬請 公決。"
1368,4,農會法第四十六條之一條文修正草案,2007/1/5,2007/3/2,交付審查,0,0,0,1,蔡勝佳,鄭金玲,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於農會法第四十六條之一規定農會選 任及聘、僱人員因涉嫌觸犯法律時,只需受有期徒刑以上刑 之二審判決,而未受緩刑宣告或得易科罰金者,即應解除其 職務,顯然對保障人民之基本人權實有侵害,對農漁會組織 幹部有歧視不公平待遇,有違法律普遍公平性之原則,更違 背憲法第十五條對工作權之保障,爱此,提案修正「農會法 第四十六條之一」條文,使農會選任及聘、僱人員之解職規 定,得以比照民意代表規定,建立於保障工作權之公平原則 基礎下,取得一致公平性之待遇,以標榜我國人權治國之彰 顯。是否有當?敬請公決。"
1369,4,農會法增訂第四十九條之三條文草案,2007/1/5,2007/3/2,交付審查,0,0,0,1,蔡勝佳,鄭金玲,黃義交,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院親民黨黨團,有鑒於目前農會諸多無給職之選任人員, 執行業務因公傷亡時,卻無法發給醫藥補助費或撫恤金,對 於為農業及農民奉獻心力者情何以堪!為使農會永續發展, 鼓勵相關從業人員勇於任事, 擬具「農會法第四十九條之 三」修正草案。是否有當?敬請公決。"
1370,4,入出國及移民法第十條條文修正草案,2007/1/5,2007/11/30,三讀,1,1,1,0,劉憶如,張俊雄,蔣孝嚴,黃宗源,吳松柏,蕭美琴,劉盛良,劉寬平,,,,,,,,,,,,,,,,,,,,,,,,,,朱俊曉,楊麗環,李鎮楠,高建智,林鴻池,柯俊雄,楊仁福,李鴻鈞,白添枝,林文郎,林德福,黃劍輝,洪秀柱,陳朝容,王榮璋,尤清,郭玟成,邱創進,王昱婷,江昭儀,唐碧娥,楊瓊瓔,黃志雄,李慶華,王幸男,謝欣霓,黃偉哲,吳志揚,郭榮宗,余政道,高志鵬,丁守中,王淑慧,賴士葆,費鴻泰,陳志彬,章仁香,林重謨,謝文政,李全教,李和順,蔡錦隆,陳杰,沈智慧,蔡正元,鄭運鵬,徐少萍,蘇起,曹壽民,徐中雄,鄭金玲,徐國勇,李永萍,林滄敏,雷倩,賴清德,郭素春,廖婉汝,王拓,洪玉欽,張慶忠,管碧玲,藍美津,"本院委員劉憶如、張俊雄、蔣孝嚴、黃宗源、吳松柏、蕭美 琴、劉盛良、劉寬平等143人,有鑑於現行法令對於在國外 出生之無戶籍國民(具中華民國國籍)申請在台定居限制過 於嚴苛,不但造成許多國外出生之我國國民無法與在國內出 生之國民享同等權利義務,且阻礙海外僑胞回台工作定居之 意願,故擬請修訂「入出國及移民法」第十條,是否有當, 敬請公決。"
1371,4,兒童及少年福利法第三十四條及第四十七條條文修正草案,2007/1/5,2007/12/5,委員會審查,0,0,1,0,藍美津,沈智慧,廖本煙,黃適卓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,紀國棟,楊仁福,羅明才,陳景峻,吳成典,趙良燕,吳明敏,陳朝龍,孔文吉,林正峰,陳明真,彭添富,杜文卿,盧天麟,王塗發,蔡其昌,鄭朝明,朱鳳芝,張麗善,陳朝容,潘孟安,費鴻泰,林鴻池,王昱婷,郭素春,盧秀燕,湯火聖,許榮淑,鄭運鵬,徐少萍,陳秀惠,楊瓊瓔,孫大千,陳志彬,張慶惠,尹伶瑛,邱創進,黃義交,李永萍,林耘生,魏明谷,吳清池,,,,,,,,,,,,,,,,,,,,,,"本院委員藍美津、沈智慧、廖本煙、黃適卓等 46人,有鑒於 現行兒童及少年福利法明定,醫事人員、社會工作人員、教 育人員、保育人員、警察、司法人員及其他執行兒少福利業 務的相關人員,若知悉兒童及少年遭受不當對待等情形時, 應於24 小時內立即向直轄市、各縣(市)政府通報;而一般 民眾若發現兒童及少年受虐,也可撥打免付費24 小時113專 線進行通報。但據92年的統計資料顯示,來自教育人員通報 的保護案件僅佔12.24%,其他如社福單位、警政、司法人員 等的通報率則不到1%,顯見現行通報系統制度並未發揮應有 功效。爱此,特提出「兒童及少年福利法」第三十四條及第 四十七條條文修正草案,將與民眾生活最接近之民政系統中 的「里幹事」、「村(里)長」納為責任通報者,並增列民 政單位為應予配合單位,藉此擴大兒童及少年保護責任通報 範圍,以期減少受虐事件的發生並確保兒童及少年身心之健 全發展。是否有當,敬請公決。"
1372,4,石油管理法部分條文修正草案,2007/1/5,2007/12/21,三讀,1,1,1,0,羅世雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,朱鳳芝,馮定國,吳光訓,帥化民,徐少萍,徐耀昌,趙良燕,紀國棟,吳松柏,吳育昇,劉盛良,伍錦霖,蔡錦隆,吳敦義,賴士葆,孫大千,潘維剛,蔡正元,吳志揚,白添枝,蔡家福,費鴻泰,洪秀柱,章仁香,高思博,柯俊雄,呂學樟,吳清池,羅明才,鄭金玲,雷倩,黃志雄,楊仁福,葉芳雄,柯淑敏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅世雄等 36人,鑑於為擴大市場自由競爭機制,降 低輸入業者應儲備最低安全存量之門檻規定,爱此本席特擬 具「石油管理法部分條文」修正草案,是否有當,敬請公決"
1373,4,農產品市場交易法第十三條及第二十一條條文修正草案,2007/1/5,2007/1/5,交付審查,0,0,0,0,羅世雄,黃偉哲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,莊碩漢,張慶忠,黃健庭,吳成典,楊瓊瓔,柯俊雄,林重謨,白添枝,黃義交,高建智,彭紹瑾,吳英毅,陳金德,王淑慧,郭榮宗,張慶惠,盧博基,陳明真,費鴻泰,許榮淑,林鴻池,湯火聖,林耘生,朱俊曉,謝欣霓,林益世,朱鳳芝,趙良燕,盧秀燕,羅明才,劉銓忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院委員羅世雄、黃偉哲等 33人,鑑於目前農產品運銷批發 管道並無企業化經營之民營農業企業機構之競爭機制,導致 既有行銷管道效率低落且不合時代潮流;換言,傳統合作社 與批發市場的運作機制美其名是為保護農民利益,實際上卻 因股權利益分配問題嚴重傷害生產者與消費者權益。再者, 為因應國際經濟貿易全球化、自由化之發展,政府更應以開 放的政策提供企業化經營之民營農業企業機構加入市場,讓 市場行銷管道更加多元與充分,以滿足民眾需求,特擬具「 農產品市場交易法部分條文修正草案」,是否有當,敬請公 決。"
1374,4,立法院組織法第三十三條條文修正草案,2007/1/5,2007/1/5,交付審查,0,0,0,1,何敏豪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"本院台灣團結聯盟黨團,針對立法院組織法授與黨團法定地 位,明定其成立條件,復於立法院職權行使法規範其於立法 程序中,扮演政治整合、折衝之角色,可見其於立法院行使 憲法職權中之重要性;為期健全黨團制度、有效改善立法品 質,爱提出「立法院組織法第三十三條條文修正草案」增列 黨團助理編制規定。是否有當,敬請公決。"
1375,4,工會法第四條條文修正草案,2007/1/5,2007/12/21,二讀,0,1,1,0,賴幸媛,盧天麟,余政道,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,黃義交,傅崐萁,謝國樑,趙良燕,張昌財,王世勛,陳志彬,林德福,洪奇昌,尹伶瑛,郭林勇,林淑芬,鄭運鵬,黃淑英,王榮璋,黃偉哲,黃宗源,廖本煙,何敏豪,羅志明,何智輝,曾燦燈,沈發惠,高建智,劉寬平,尤清,黃鄭哲,林耘生,王塗發,陳銀河,柯淑敏,蔡其昌,陳瑩,蘇起,林育生,顏清標,璋線要,蔣孝嚴,林建榮,蔡豪,陳憲中,徐國勇,李鴻鈞,吳清池,柯俊雄,呂學樟,郭玟成,鍾榮吉,盧博基,許榮淑,劉文雄,曹來旺,侯水盛,蔡勝佳,高金素梅,鄭國忠,林滄敏,孫大千,洪玉欽,陳朝容,王昱婷,賴士葆,郭正亮,"本院委員賴幸媛、盧天麟、余政道等 92人,有鑒於我國公私 立學校教師、政府公務人員迄今仍不得依法組織工會,有違 國際公約與憲法對基本人權之保障,爱擬具「工會法第四條 條文修正草案」。是否有當?敬請公決。"
